title,exercise_info,how_to,benefits,muscle_groups,equipment,muscle_img,muscle_worked,exercise_img
Seated Hamstring Stretch,,"Dynamic stretching consists of active movements. It is usually done before a workout to help warm up your muscles and increase your heart rate. Move slowly, stop and repeat, dig a little deeper each time and improve your range of motion. Pre-workout dynamic stretching improves circulation, prepares your muscles for movement, and temporarily increases your range of motion.

Static stretching, more commonly done at the end of a workout when your muscles are warm, is when stretches are held in place for a certain period of time, not moving. Static stretching is the most effective form of stretching for loosening up your muscles, joints, ligaments, and tendons, while also improving flexibility and range of motion. Static stretching requires you to move a muscle to the end of its range of motion and maintain this position for 20 to 45 seconds. Repeat this 2 to 3 times each.","The seated hamstring stretch forms an angle that gives a great stretch to the body, especially the lower body. It stretches your legs, hips, shoulders and groin muscles, strengthens your back and improves your posture. Stretching the body increases the flexibility of the muscles and reduces the risk of injury and prevents muscle soreness.","{'primary': 'Erector Spinae, Leg, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/Upavistha-Konasana-muscle-worked-300x300.png,"{'Adductor Magnus': '100%', 'Adductor longus': '100%', 'Adductor Brevis': '100%', 'Pectineus': '100%', 'Gracilis': '100%', 'Hamstrings': '100%', 'Erector Spinae': '100%', 'Pectoralis Major': '100%', 'Gluteus Maximus': '100%', 'Calves': '100%'}",/user/downloads/Seated-Hamstring-Stretch.gif
Kneeling Quad Stretch,,"Dynamic stretching consists of active movements. It is usually done before a workout to help warm up your muscles and increase your heart rate. Move slowly, stop and repeat, dig a little deeper each time and improve your range of motion. Pre-workout dynamic stretching improves circulation, prepares your muscles for movement, and temporarily increases your range of motion.

Static stretching, more commonly done at the end of a workout when your muscles are warm, is when stretches are held in place for a certain period of time, not moving. Static stretching is the most effective form of stretching for loosening up your muscles, joints, ligaments, and tendons, while also improving flexibility and range of motion. Static stretching requires you to move a muscle to the end of its range of motion and maintain this position for 20 to 45 seconds. Repeat this 2 to 3 times each.","It is applied to stretch the quadriceps muscles. Stretching your muscular regularly can improve your flexibility and performance, and also prevent injury and stiffness.","{'primary': 'Leg, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/leg-extension-muscle-worked-300x300.png,{'Quadriceps': '100%'},/user/downloads/Kneeling-Quad-Stretch.gif
Lateral Speed Step,,,"Lateral speed step exercise helps to work the stabilizer muscles, allowing for balanced, coordinated movement as well as lateral strength and flexibility. Also, the single-leg nature of the exercise equalizes strength on both legs to improve agility in all directions. Lateral speed step is a suitable exercise for beginners. It can help strengthen leg muscles, tighten hip muscles and burn calories to lose weight.","{'primary': 'Cardio, Leg, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/muscle-worked-in-the-Skater-300x300.png,"{'Target - Quadriceps': '100%', 'Gluteus Maximus': '80%', 'Soleus': '80%', 'Adductor Magnus': '80%', 'Hamstrings': '80%', 'Gastrocnemius': '65%', 'Quadratus Lumborum': '65%', 'Obliques': '65%'}",/user/downloads/Lateral-Speed-Step.gif
Seated Groin / Adductor Stretch,,"Dynamic stretching consists of active movements. It is usually done before a workout to help warm up your muscles and increase your heart rate. Move slowly, stop and repeat, dig a little deeper each time and improve your range of motion. Pre-workout dynamic stretching improves circulation, prepares your muscles for movement, and temporarily increases your range of motion.

Static stretching, more commonly done at the end of a workout when your muscles are warm, is when stretches are held in place for a certain period of time, not moving. Static stretching is the most effective form of stretching for loosening up your muscles, joints, ligaments, and tendons, while also improving flexibility and range of motion. Static stretching requires you to move a muscle to the end of its range of motion and maintain this position for 20 to 45 seconds. Repeat this 2 to 3 times each.","The seated adductor groin stretch forms an angle that gives a great stretch to the body, especially the lower body. It stretches your legs, hips, shoulders and groin muscles, strengthens your back and improves your posture. Stretching the body increases the flexibility of the muscles and reduces the risk of injury and prevents muscle soreness.
People with herniated disks should consult a doctor before performing this pose. This pose is also not suitable for Individuals with back, hips, knees and hamstring injuries. Therefore, in case of a tear in your groin and hamstring area, it is recommended that you don’t practice the Wide Angle Seated Forward Bend Pose.","{'primary': 'Leg, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/Upavistha-Konasana-muscle-worked-300x300.png,"{'Adductor Magnus': '100%', 'Adductor longus': '100%', 'Adductor Brevis': '100%', 'Pectineus': '100%', 'Gracilis': '100%', 'Hamstrings': '100%', 'Erector Spinae': '100%', 'Pectoralis Major': '100%', 'Gluteus Maximus': '100%', 'Calves': '100%'}",/user/downloads/Seated-Adductor-Groin-Stretch.gif
Reverse Lunge Knee Lift,,,"Reverse lunge Knee Lift activate your core, hamstrings, quadriceps and glutes. This unilateral exercise, which trains each leg separately, activates your stabilizing muscles, and helps you become more balanced and coordinated. This is ideal for people who have knee concerns, difficulty balancing, or less hip mobility. This exercise is great for runners as it builds leg strength. They help you run more efficiently and make you less prone to injury.","{'primary': 'Hip, Leg, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/Pistol-squat-muscle-worked-300x300.png,"{'Target - Quadriceps': '100%', 'Synergists - Gluteus Maximus': '80%', 'Synergists - Adductor Magnus': '80%', 'Synergists - Soleus': '80%', 'Dynamic Stabilizers - Hamstrings': '65%', 'Dynamic Stabilizers - Gastrocnemius': '65%', 'Stabilizers - Gluteus Medius': '65%', 'Stabilizers - Gluteus Minimus': '65%', 'Stabilizers - Quadratus Lumborum': '65%', 'Stabilizers - Tibialis Anterior': '65%', 'Stabilizers - Obliques': '65%'}",/user/downloads/Reverse-Lunge-Knee.gif
Lying Hamstring Stretch,,"Dynamic stretching consists of active movements. It is usually done before a workout to help warm up your muscles and increase your heart rate. Move slowly, stop and repeat, dig a little deeper each time and improve your range of motion.

Static stretching is typically done at the end of your workout, once your muscles are warm and relaxed. Hold the stretch for 15 to 40 seconds. Return to the starting position and repeat on the other side.","Hamstring stretches will help keep the muscles flexible and mobile. The best way to keep these muscles relaxed and flexible is by including dynamic stretches in your warm-up and static stretches in your cooldown routine. Stretching your hamstring regularly can improve your flexibility and performance, and also prevent injury and stiffness. Pre-workout dynamic stretching improves circulation, prepares your muscles for movement, and temporarily increases your range of motion.","{'primary': 'Leg, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/leg-curl-muscle-worked-300x300.png,"{'Hamstring': '100%', 'Calf Muscles': '75%'}",/user/downloads/Hamstrings-Lying-Stretch.gif
Curtsy Squat,,"Stand straight with your feet facing forward.
Step out and cross your lead foot in front of your back foot.
This should look like a curtsy. Make sure your knee stays behind your toes.
Pause in the lunge and then push yourself back to starting position.
Repeat with alternating legs for your number of sets","Curtsy Squat activate your hamstrings, quadriceps and glutes. This unilateral exercise, which trains each leg separately, activates your stabilizing muscles, and helps you become more balanced and coordinated. This is ideal for people who have knee concerns, difficulty balancing, or less hip mobility.","{'primary': 'Cardio, Hip, Leg, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/Pistol-squat-muscle-worked-300x300.png,"{'Target - Quadriceps': '100%', 'Synergists - Gluteus Maximus': '80%', 'Synergists - Adductor Magnus': '80%', 'Synergists - Soleus': '80%', 'Dynamic Stabilizers - Hamstrings': '65%', 'Dynamic Stabilizers - Gastrocnemius': '65%', 'Stabilizers - Gluteus Medius': '65%', 'Stabilizers - Gluteus Minimus': '65%', 'Stabilizers - Quadratus Lumborum': '65%', 'Stabilizers - Tibialis Anterior': '65%', 'Stabilizers - Obliques': '65%'}",/user/downloads/Curtsey-Squat.gif
Cable Goblet Squat,,,,"{'primary': 'Hip, Leg, '}","Cable, Full Gym, Resistance Band, ",,,/user/downloads/Cable-Squat.gif
Thigh fly (Adductor Magnus Stretch),,,,"{'primary': 'Hip, Leg, '}","Full Gym, NO EQUIPMENT, ",,,/user/downloads/Adductor-Magnus-Stretch.gif
Split Jump Squat,"The split jump squat is a bodyweight exercise that targets the quads, hamstrings, and glutes. It is a unilateral exercise, meaning that it works one leg at a time, which can help to improve balance and stability while also providing a greater challenge for the muscles.

Split jump squats are a high-intensity exercise that can be performed quickly, making them a great option for a time-efficient workout. This means that you can get a lot of benefits from a short workout, which can be particularly useful for busy people.","Begin in a lunge position with your right foot forward and left foot back. Keep your feet shoulder-width apart and your toes pointing forward.
Explosively jump up and switch the position of your feet in mid-air, so that your left foot is now in front and your right foot is back.
Land softly on the ground with your left foot forward and right foot back, lowering your body back down into a lunge position.
Repeat the movement for the desired number of reps or time, alternating between each leg.","Improved Leg Strength: Split jump squats are a unilateral exercise that require explosive power from a single leg, which can help improve leg strength, particularly in the quadriceps, hamstrings, and glutes. This makes it a great exercise for runners, cyclists, and other athletes who rely heavily on lower body strength and power. 
Increased Cardiovascular Endurance: The explosive nature of split jump squats can also provide a cardiovascular workout, helping to improve endurance and overall fitness. This is because the exercise causes your heart rate to increase rapidly, which can improve oxygen consumption and overall cardiovascular health. 

Improved Balance and Stability: Because split jump squats are a unilateral exercise, they require greater balance and stability than traditional squats. This can help improve overall athletic performance and reduce the risk of injury, particularly in sports that involve sudden changes in direction or unstable surfaces. 
Better Coordination: The split jump squat requires coordination between the lower body and core muscles, helping to improve overall coordination and agility. This can be particularly useful for athletes who require good coordination, such as basketball players or soccer players.
In conclusion, split jump squats are a versatile exercise that can offer a wide range of benefits for both fitness enthusiasts and athletes. By improving leg strength, cardiovascular endurance, balance, stability, coordination, and overall fitness, split jump squats can help you become a better athlete and achieve your fitness goals. If you’re interested in trying split jump squats, be sure to start slowly and gradually increase the intensity as you become more comfortable with the exercise.","{'primary': 'Cardio, Hip, Leg, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/squat-muscle-worked-300x300.png,"{'Target - Quadriceps ': '100%', 'Synergists - Gluteus Maximus': '80%', 'Synergists - Adductor Magnus': '80%', 'Synergists - Soleus': '80%', 'Dynamic Stabilizers - Hamstrings': '65%', 'Dynamic Stabilizers - Gastrocnemius': '65%'}",/user/downloads/Split-Squat.gif
